word,level,pos,thai,definition
temporarily,B2,adverb,ชั่วคราว,For a limited period of time; not permanently.
tempt,C1,verb,ล่อ,"To provoke someone to do wrong, especially by promising a reward; to entice."
tenant,C1,noun,ผู้เช่า,"One who pays a fee (rent) in return for the use of land, buildings, or other property owned by others."
tendency,B2,noun,แนวโน้ม,A likelihood of behaving in a particular way or going in a particular direction; a tending toward.
tender,C1,adjective,อ่อนโยน,"Care, kind concern, regard."
tension,B2,noun,ความเครียด,"The condition of being held in a state between two or more forces, which are acting in opposition to each other."
tenure,C1,noun,การดำรงตำแหน่ง,A status of possessing a thing or an office; an incumbency.
terminal,B2,noun,เทอร์มินัล,A building in an airport where passengers transfer from ground transportation to the facilities that allow them to board airplanes.
terminal,C1,adjective,เทอร์มินัล,A building in an airport where passengers transfer from ground transportation to the facilities that allow them to board airplanes.
terminate,C1,verb,ยุติ,"To end, especially in an incomplete state."
terms,B2,noun,เงื่อนไข,"That which limits the extent of anything; limit, extremity, bound, boundary."
terrain,C1,noun,ภูมิประเทศ,"A single, distinctive rock formation; an area having a preponderance of a particular rock or group of rocks."
terribly,B2,adverb,ชะมัด,So as to cause terror or awe.
terrific,C1,adjective,ยอดเยี่ยม,"Terrifying, causing terror; terrible; sublime, awe-inspiring."
terrify,C1,verb,น่าหวาดกลัว,To frighten greatly; to fill with terror.
territory,C1,noun,อาณาเขต,"A large extent or tract of land; for example a region, country or district."
terror,C1,noun,ความหวาดกลัว,"Intense dread, fright, or fear."
terrorism,C1,noun,การก่อการร้าย,The deliberate commission of an act of violence to create public fear through the suffering of the victims in the furtherance of a political or social agenda.
terrorist,C1,noun,ผู้ก่อการร้าย,"A person, group, or organization that uses violent action, or the threat of violent action, to further political goals."
testify,C1,verb,ให้การเป็นพยาน,"To make a declaration, or give evidence, under oath."
testimony,C1,noun,คำให้การ,Statements made by a witness in court.
testing,C1,noun,การทดสอบ,To challenge.
textbook,C1,noun,ตำราเรียน,"A coursebook, a formal manual of instruction in a specific subject, especially one for use in schools or colleges."
texture,C1,noun,พื้นผิว,"The feel or shape of a surface or substance; the smoothness, roughness, softness, etc. of something."
thankfully,C1,adverb,โชคดีที่,In a thankful manner; giving thanks.
theatrical,C1,adjective,ละครเวที,"A stage performance, especially one by amateurs."
theft,C1,noun,การขโมย,The act of stealing property.
theology,C1,noun,เทววิทยา,"The study of God, a god, or gods; and of the truthfulness of religion in general."
theoretical,C1,adjective,เชิงทฤษฎี,Of or relating to theory; abstract; not empirical.
therapist,C1,noun,นักบำบัด,"Someone who provides therapy, usually professionally."
thereafter,C1,adverb,หลังจากนั้น,"After that, from then on; thenceforth."
thereby,C1,adverb,ด้วยเหตุนี้,"By it; by that; by that means, or as a consequence of that."
thesis,C1,noun,วิทยานิพนธ์,"Senses relating to logic, rhetoric, etc."
thorough,C1,adjective,อย่างละเอียดถี่ถ้วน,"A furrow between two ridges, to drain off the surface water."
thoroughly,C1,adverb,อย่างละเอียดถี่ถ้วน,In a thorough or complete manner.
thought-provoking,C1,adjective,กระตุ้นความคิด,"Interesting in a way that challenges one's beliefs, attitudes, or perspective."
thoughtful,C1,adjective,รอบคอบ,Demonstrating thought or careful consideration.
thread,C1,noun,ด้าย,"A long, thin and flexible form of material, generally with a round cross-section, used in sewing, weaving or in the construction of string."
threshold,C1,noun,เกณฑ์,The bottom-most part of a doorway that one crosses to enter; a sill.
thrilled,C1,adjective,ตื่นเต้น,"To suddenly excite someone, or to give someone great pleasure; to (figuratively) electrify; to experience such a sensation."
thrive,C1,verb,เจริญรุ่งเรือง,"To grow or increase stature; to grow vigorously or luxuriantly, to flourish."
thumb,C1,noun,นิ้วโป้ง,The short thick digit of the hand that for humans has the most mobility and can be made to oppose (moved to touch) all of the other fingers.
tide,C1,noun,น้ำขึ้นน้ำลง,"The periodic change of the sea level, particularly when caused by the gravitational influence of the sun and the moon."
tighten,C1,verb,ขัน,To make tighter.
timber,C1,noun,ไม้,Trees in a forest regarded as a source of wood.
timely,C1,adjective,ทันเวลา,Done at the proper time or within the proper time limits; prompt.
timing,C1,noun,จังหวะเวลา,"To measure or record the time, duration, or rate of."
tissue,C1,noun,เนื้อเยื่อ,"Thin, woven, gauze-like fabric."
tobacco,C1,noun,ยาสูบ,Any plant of the genus Nicotiana.
tolerance,C1,noun,ความอดทน,The ability to endure pain or hardship; endurance.
tolerate,C1,verb,ทนต่อ,To accept hardship without objection.
toll,C1,noun,ค่าผ่านทาง,Loss or damage incurred through a disaster.
ton,C1,noun,ตัน,A unit of weight (mass) equal to 2240 pounds (a long ton) or 2000 pounds (a short ton) or 1000 kilograms (a metric ton).
tonne,C1,noun,ตัน,A metric unit of mass equal to 1000 kilograms. Symbol: t
top,C1,verb,สูงสุด,The highest or uppermost part of something.
torture,C1,noun/verb,การทรมาน,Intentional causing of somebody's experiencing agony
toss,C1,verb,โยน,"A throw, a lob, of a ball etc., with an initial upward direction, particularly with a lack of care."
total,C1,verb,ทั้งหมด,An amount obtained by the addition of smaller amounts.
tournament,C1,noun,ทัวร์นาเมนต์,"During the Middle Ages, a series of battles and other contests designed to prepare knights for war."
toxic,C1,adjective,พิษ,Having a chemical nature that is harmful to health or lethal if consumed or otherwise entering into the body in sufficient quantities.
trace,C1,verb,ติดตาม,An act of tracing.
trademark,C1,noun,เครื่องหมายการค้า,"A word, symbol, or phrase used to identify a particular company's product and differentiate it from other companies' products."
trading,C1,noun,การซื้อขาย,To engage in trade.
tragedy,C1,noun,โศกนาฏกรรม,"A drama or similar work, in which the main character is brought to ruin or otherwise suffers the extreme consequences of some tragic flaw or weakness of character."
tragic,C1,adjective,น่าเศร้า,"An obsessive fan, a superfan"
trail,C1,noun/verb,เส้นทาง,"The track or indication marking the route followed by something that has passed, such as the footprints of animal on land or the contrail of an airplane in the sky."
trailer,C1,noun,ตัวอย่าง,Someone who or something that trails.
